,client_id,birth_number,district_id
3135,3310,"""540213""",23
3136,3311,"""540825""",51
3137,3312,"""716105""",70
3138,3313,"""465210""",60
3139,3314,"""316218""",24
3140,3315,"""340621""",24
3141,3316,"""476215""",1
3142,3317,"""500424""",1
3143,3319,"""795424""",1
3144,3320,"""720214""",1
3145,3321,"""695530""",13
3146,3322,"""480229""",31
3147,3323,"""815222""",74
3148,3324,"""715413""",26
3149,3325,"""630928""",26
3150,3326,"""526226""",57
3151,3327,"""375704""",20
3152,3328,"""661011""",24
3153,3329,"""610320""",54
3154,3330,"""555415""",54
3155,3331,"""705205""",70
3156,3332,"""696115""",46
3157,3333,"""495724""",10
3158,3334,"""670701""",1
3159,3335,"""670210""",11
3160,3336,"""515530""",64
3161,3337,"""520413""",53
3162,3338,"""426129""",69
3163,3339,"""765129""",31
3164,3340,"""760216""",54
3165,3341,"""686220""",54
3166,3342,"""730929""",73
3167,3344,"""610916""",42
3168,3345,"""415127""",37
3169,3346,"""410225""",37
3170,3347,"""360119""",11
3171,3348,"""785214""",38
3172,3349,"""631221""",42
3173,3350,"""500319""",30
3174,3351,"""425915""",30
3175,3352,"""190912""",23
3176,3353,"""195421""",23
3177,3354,"""436028""",62
3178,3355,"""530115""",38
3179,3356,"""740423""",73
3180,3357,"""545721""",63
3181,3358,"""751007""",16
3182,3359,"""450224""",1
3183,3360,"""765831""",43
3184,3361,"""306002""",40
3185,3365,"""665730""",1
3186,3366,"""595212""",54
3187,3367,"""520423""",54
3188,3368,"""526024""",14
3189,3369,"""520416""",1
3190,3370,"""190328""",25
3191,3371,"""196007""",25
3192,3372,"""701030""",1
3193,3373,"""521129""",5
3194,3374,"""605813""",5
3195,3375,"""541106""",74
3196,3376,"""455119""",11
3197,3377,"""380505""",11
3198,3378,"""570421""",5
3199,3379,"""495701""",5
3200,3380,"""785403""",74
3201,3381,"""655901""",70
3202,3382,"""540228""",54
3203,3383,"""565423""",54
3204,3384,"""425803""",41
3205,3385,"""245213""",11
3206,3386,"""405308""",49
3207,3387,"""430814""",58
3208,3388,"""656026""",53
3209,3389,"""675116""",39
3210,3390,"""726117""",53
3211,3391,"""710407""",42
3212,3392,"""756031""",1
3213,3393,"""545824""",73
3214,3394,"""805704""",66
3215,3395,"""621228""",4
3216,3396,"""775303""",18
3217,3397,"""745608""",24
3218,3398,"""690913""",24
3219,3399,"""320225""",72
3220,3402,"""525502""",74
3221,3403,"""571018""",74
3222,3404,"""406011""",56
3223,3405,"""491215""",40
3224,3406,"""475713""",40
3225,3407,"""735413""",35
3226,3408,"""731220""",35
3227,3409,"""190403""",36
3228,3410,"""650216""",54
3229,3412,"""750718""",57
3230,3413,"""696125""",57
3231,3414,"""476017""",11
3232,3415,"""735930""",54
3233,3416,"""780601""",35
3234,3417,"""855318""",35
3235,3418,"""635807""",70
3236,3420,"""790624""",66
3237,3421,"""470305""",20
3238,3422,"""515502""",1
3239,3423,"""715905""",12
3240,3424,"""181114""",64
3241,3425,"""700507""",70
3242,3426,"""780207""",73
3243,3427,"""800616""",42
3244,3428,"""875927""",42
3245,3429,"""411016""",46
3246,3430,"""510925""",3
3247,3431,"""795405""",70
3248,3432,"""731108""",15
3249,3433,"""620907""",71
3250,3434,"""565920""",71
3251,3435,"""455527""",4
3252,3436,"""580218""",30
3253,3437,"""595808""",30
3254,3438,"""420112""",43
3255,3439,"""670127""",62
3256,3440,"""385213""",1
3257,3441,"""580209""",75
3258,3443,"""346206""",1
3259,3444,"""770406""",57
3260,3445,"""795326""",17
3261,3446,"""571001""",70
3262,3447,"""495421""",54
3263,3448,"""541224""",1
3264,3449,"""280321""",27
3265,3450,"""760912""",25
3266,3451,"""740717""",19
3267,3452,"""755828""",19
3268,3453,"""500802""",56
3269,3454,"""496017""",11
3270,3455,"""570228""",11
3271,3456,"""455121""",54
3272,3457,"""235614""",75
3273,3458,"""530630""",33
3274,3459,"""645830""",14
3275,3460,"""651011""",14
3276,3461,"""580222""",54
3277,3462,"""655318""",54
3278,3463,"""795302""",1
3279,3464,"""530114""",43
3280,3465,"""420417""",30
3281,3466,"""365531""",1
3282,3467,"""391206""",1
3283,3468,"""336231""",68
3284,3469,"""755223""",1
3285,3470,"""375423""",52
3286,3471,"""525929""",1
3287,3472,"""465511""",70
3288,3473,"""480521""",70
3289,3474,"""546208""",32
3290,3475,"""570313""",19
3291,3476,"""685105""",60
3292,3477,"""650828""",37
3293,3478,"""260530""",1
3294,3479,"""335919""",1
3295,3480,"""515410""",15
3296,3481,"""571110""",15
3297,3482,"""415209""",71
3298,3483,"""401202""",70
3299,3484,"""720430""",44
3300,3485,"""220527""",77
3301,3486,"""620309""",77
3302,3487,"""590906""",1
3303,3488,"""551009""",1
3304,3489,"""660813""",76
3305,3490,"""201016""",19
3306,3491,"""226118""",19
3307,3492,"""706227""",8
3308,3493,"""655504""",69
3309,3494,"""690702""",42
3310,3495,"""415510""",64
3311,3496,"""490711""",64
3312,3497,"""705911""",39
3313,3498,"""380401""",77
3314,3499,"""690316""",19
3315,3500,"""600607""",29
3316,3501,"""640321""",51
3317,3502,"""520803""",54
3318,3503,"""535114""",54
3319,3504,"""520125""",40
3320,3505,"""771206""",20
3321,3506,"""615820""",1
3322,3507,"""466202""",32
3323,3508,"""701109""",38
3324,3509,"""655213""",38
3325,3510,"""391026""",13
3326,3511,"""630911""",74
3327,3512,"""460525""",49
3328,3513,"""220720""",70
3329,3514,"""185205""",70
3330,3515,"""755102""",61
3331,3516,"""715907""",58
3332,3517,"""535624""",68
3333,3518,"""555902""",33
3334,3519,"""491215""",74
3335,3520,"""285517""",8
3336,3521,"""640720""",4
3337,3522,"""630202""",57
3338,3523,"""640429""",6
3339,3524,"""456120""",68
3340,3525,"""740521""",15
3341,3526,"""775706""",15
3342,3527,"""780811""",77
3343,3528,"""706006""",73
3344,3529,"""730315""",54
3345,3530,"""715918""",16
3346,3531,"""200614""",43
3347,3532,"""350224""",56
3348,3533,"""636201""",1
3349,3534,"""715321""",50
3350,3535,"""730512""",37
3351,3536,"""220820""",55
3352,3537,"""460416""",51
3353,3538,"""445502""",1
3354,3539,"""200831""",36
3355,3540,"""360804""",51
3356,3541,"""345501""",51
3357,3542,"""390902""",10
3358,3543,"""415819""",10
3359,3544,"""615815""",1
3360,3545,"""661101""",68
3361,3546,"""710228""",3
3362,3547,"""245315""",1
3363,3548,"""750503""",1
3364,3549,"""375908""",5
3365,3550,"""695914""",54
3366,3552,"""401116""",44
3367,3554,"""656221""",22
3368,3555,"""680206""",22
3369,3556,"""271127""",6
3370,3557,"""286124""",6
3371,3558,"""285701""",54
3372,3559,"""396023""",57
3373,3560,"""440202""",57
3374,3562,"""310405""",1
3375,3563,"""266122""",1
3376,3564,"""480323""",62
3377,3565,"""620729""",44
3378,3566,"""325219""",65
3379,3567,"""480309""",1
3380,3568,"""410125""",1
3381,3569,"""330409""",67
3382,3570,"""455427""",15
3383,3571,"""700617""",25
3384,3572,"""286218""",48
3385,3573,"""725209""",8
3386,3574,"""465217""",19
3387,3575,"""376012""",9
3388,3576,"""395315""",1
3389,3577,"""426215""",31
3390,3578,"""271020""",72
3391,3579,"""305807""",72
3392,3580,"""295427""",6
3393,3581,"""671223""",33
3394,3582,"""550217""",38
3395,3583,"""425909""",15
3396,3584,"""410325""",15
3397,3585,"""686002""",29
3398,3586,"""430411""",60
3399,3587,"""396201""",60
3400,3588,"""536104""",76
3401,3589,"""615713""",73
3402,3590,"""765923""",23
3403,3591,"""300928""",74
3404,3592,"""255330""",74
3405,3594,"""615507""",13
3406,3595,"""650101""",28
3407,3596,"""750322""",74
3408,3597,"""335817""",10
3409,3598,"""230911""",66
3410,3599,"""315302""",66
3411,3600,"""435726""",46
3412,3601,"""380803""",19
3413,3602,"""406210""",19
3414,3603,"""540613""",42
3415,3605,"""340724""",71
3416,3606,"""580606""",63
3417,3607,"""465729""",18
3418,3608,"""471209""",66
3419,3609,"""556026""",66
3420,3610,"""190508""",36
3421,3611,"""725527""",30
3422,3612,"""625904""",19
3423,3613,"""690212""",19
3424,3614,"""716009""",43
3425,3615,"""740704""",1
3426,3616,"""645414""",77
3427,3617,"""546130""",51
3428,3618,"""530221""",54
3429,3619,"""550809""",40
3430,3620,"""370914""",21
3431,3621,"""390721""",66
3432,3622,"""385417""",66
3433,3623,"""655420""",28
3434,3624,"""825227""",1
3435,3627,"""815608""",18
3436,3628,"""275226""",11
3437,3629,"""471213""",42
3438,3630,"""236128""",64
3439,3631,"""211119""",64
3440,3632,"""435929""",15
3441,3633,"""331014""",72
3442,3634,"""230625""",1
3443,3635,"""215131""",1
3444,3636,"""780519""",46
3445,3637,"""590110""",64
3446,3638,"""436211""",49
3447,3639,"""280417""",73
3448,3640,"""780724""",75
3449,3641,"""795201""",75
3450,3642,"""610827""",19
3451,3643,"""801111""",26
3452,3644,"""510614""",75
3453,3645,"""750226""",34
3454,3646,"""435616""",33
3455,3647,"""480823""",33
3456,3648,"""800103""",3
3457,3649,"""596025""",10
3458,3650,"""180217""",64
3459,3651,"""181001""",35
3460,3652,"""200220""",1
3461,3653,"""175103""",1
3462,3654,"""245301""",25
3463,3655,"""680206""",59
3464,3656,"""255826""",62
3465,3657,"""210518""",62
3466,3658,"""240405""",58
3467,3659,"""306110""",42
3468,3660,"""740709""",65
3469,3661,"""321125""",51
3470,3662,"""310922""",27
3471,3663,"""475625""",69
3472,3664,"""510319""",69
3473,3667,"""710918""",70
3474,3668,"""726223""",70
3475,3669,"""620822""",10
3476,3670,"""805917""",44
3477,3671,"""430716""",10
3478,3672,"""486206""",10
3479,3673,"""516207""",1
3480,3674,"""806110""",17
3481,3675,"""520318""",70
3482,3676,"""656014""",10
3483,3677,"""600916""",10
3484,3678,"""345812""",1
3485,3679,"""310423""",72
3486,3680,"""235407""",72
3487,3681,"""210426""",1
3488,3682,"""245112""",1
3489,3683,"""775222""",74
3490,3684,"""616231""",16
3491,3685,"""740306""",74
3492,3686,"""626011""",61
3493,3687,"""720206""",49
3494,3688,"""755502""",49
3495,3689,"""795712""",9
3496,3690,"""600802""",44
3497,3691,"""650417""",18
3498,3693,"""220331""",15
3499,3694,"""205429""",15
3500,3695,"""341004""",55
3501,3696,"""395411""",55
3502,3697,"""545116""",9
3503,3698,"""710425""",44
3504,3699,"""680808""",1
3505,3700,"""765524""",1
3506,3701,"""545506""",73
3507,3702,"""521127""",76
3508,3703,"""310615""",17
3509,3704,"""620411""",69
3510,3705,"""655604""",1
3511,3707,"""410624""",74
3512,3708,"""585316""",46
3513,3709,"""550503""",46
3514,3710,"""280125""",59
3515,3711,"""680507""",25
3516,3712,"""695530""",56
3517,3713,"""445223""",41
3518,3714,"""536001""",8
3519,3716,"""530415""",74
3520,3717,"""250130""",71
3521,3718,"""295629""",71
3522,3719,"""300830""",54
3523,3720,"""366207""",54
3524,3721,"""546216""",64
3525,3722,"""565429""",1
3526,3723,"""680901""",18
3527,3724,"""255923""",57
3528,3727,"""700113""",33
3529,3728,"""360106""",66
3530,3729,"""415822""",66
3531,3730,"""455807""",59
3532,3732,"""460827""",66
3533,3733,"""465509""",1
3534,3734,"""431202""",15
3535,3735,"""380117""",18
3536,3736,"""325722""",18
3537,3737,"""480430""",12
3538,3738,"""785331""",1
3539,3739,"""565821""",3
3540,3740,"""291103""",46
3541,3741,"""360504""",16
3542,3742,"""616127""",56
3543,3743,"""581106""",56
3544,3745,"""715119""",2
3545,3746,"""750125""",66
3546,3747,"""641202""",1
3547,3748,"""305305""",59
3548,3749,"""435321""",65
3549,3750,"""381003""",1
3550,3751,"""661012""",33
3551,3752,"""615206""",33
3552,3753,"""595414""",1
3553,3754,"""475713""",1
3554,3755,"""515709""",37
3555,3756,"""716003""",12
3556,3757,"""220416""",5
3557,3758,"""635914""",53
3558,3759,"""611012""",53
3559,3760,"""550104""",18
3560,3761,"""750805""",48
3561,3762,"""595218""",60
3562,3763,"""775812""",38
3563,3764,"""780129""",38
3564,3765,"""565124""",45
3565,3766,"""805310""",1
3566,3767,"""360907""",14
3567,3768,"""445304""",14
3568,3769,"""570910""",54
3569,3770,"""255103""",35
3570,3771,"""420327""",48
3571,3772,"""365823""",48
3572,3773,"""645729""",33
3573,3774,"""221029""",1
3574,3775,"""281127""",46
3575,3776,"""780709""",74
3576,3777,"""755904""",74
3577,3779,"""490515""",6
3578,3780,"""771122""",37
3579,3781,"""755312""",17
3580,3782,"""800910""",1
3581,3783,"""685708""",1
3582,3784,"""741108""",1
3583,3785,"""205718""",66
3584,3786,"""200710""",13
3585,3787,"""785507""",21
3586,3788,"""555705""",56
3587,3789,"""641017""",66
3588,3790,"""360828""",48
3589,3791,"""390318""",72
3590,3792,"""720921""",74
3591,3793,"""515620""",39
3592,3794,"""765506""",37
3593,3795,"""820503""",12
3594,3796,"""530629""",3
3595,3797,"""515714""",3
3596,3798,"""546117""",1
3597,3799,"""290324""",2
3598,3800,"""545615""",38
3599,3801,"""480815""",38
3600,3802,"""250728""",67
3601,3803,"""300715""",1
3602,3804,"""335411""",1
3603,3805,"""421220""",68
3604,3806,"""675627""",54
3605,3807,"""476107""",33
3606,3808,"""430124""",57
3607,3811,"""520620""",6
3608,3812,"""670208""",1
3609,3813,"""785825""",2
3610,3814,"""450913""",1
3611,3815,"""695412""",28
3612,3816,"""660126""",1
3613,3817,"""376021""",77
3614,3818,"""420728""",71
3615,3819,"""365524""",71
3616,3821,"""390516""",22
3617,3822,"""531126""",48
3618,3823,"""561208""",63
3619,3824,"""710107""",41
3620,3825,"""655420""",41
3621,3826,"""210308""",33
3622,3827,"""235505""",33
3623,3829,"""720313""",59
3624,3830,"""685224""",18
3625,3831,"""180211""",11
3626,3832,"""255904""",11
3627,3833,"""350301""",19
3628,3834,"""765912""",1
3629,3835,"""315512""",50
3630,3836,"""481121""",77
3631,3837,"""215822""",39
3632,3838,"""291027""",65
3633,3839,"""375705""",65
3634,3840,"""335612""",50
3635,3841,"""190708""",26
3636,3842,"""760626""",74
3637,3843,"""425421""",4
3638,3844,"""636226""",71
3639,3845,"""590509""",1
3640,3846,"""805711""",27
3641,3847,"""595914""",6
3642,3848,"""385814""",45
3643,3849,"""326211""",1
3644,3850,"""575126""",45
3645,3851,"""611120""",45
3646,3852,"""525912""",10
3647,3853,"""805704""",59
3648,3854,"""590830""",24
3649,3855,"""390320""",29
3650,3856,"""445609""",1
3651,3857,"""526203""",72
3652,3858,"""485614""",18
3653,3859,"""410503""",18
3654,3860,"""380410""",74
3655,3861,"""515127""",11
3656,3862,"""475713""",40
3657,3863,"""396027""",1
3658,3864,"""311117""",1
3659,3865,"""771106""",75
3660,3866,"""775703""",75
3661,3868,"""621114""",66
3662,3869,"""465224""",17
3663,3870,"""715808""",4
3664,3871,"""790325""",4
3665,3872,"""300419""",8
3666,3873,"""606216""",23
3667,3874,"""425810""",61
3668,3875,"""305727""",1
3669,3876,"""230522""",1
3670,3877,"""565913""",38
3671,3880,"""615824""",29
3672,3881,"""475507""",45
3673,3882,"""420510""",45
3674,3883,"""650927""",18
3675,3884,"""631118""",72
3676,3885,"""405117""",70
3677,3886,"""655717""",8
3678,3887,"""200117""",67
3679,3888,"""166027""",67
3680,3890,"""581022""",3
3681,3891,"""581214""",75
3682,3892,"""790419""",1
3683,3893,"""691226""",1
3684,3894,"""410121""",29
3685,3895,"""455503""",29
3686,3896,"""231003""",5
3687,3897,"""515328""",16
3688,3898,"""485117""",57
3689,3899,"""195920""",55
3690,3900,"""430923""",55
3691,3901,"""515412""",55
3692,3902,"""496220""",65
3693,3903,"""485318""",1
3694,3904,"""395115""",29
3695,3905,"""350805""",29
3696,3906,"""361223""",64
3697,3907,"""546209""",1
3698,3908,"""291125""",73
3699,3909,"""235916""",73
3700,3910,"""195823""",37
3701,3911,"""526013""",31
3702,3912,"""455307""",1
3703,3913,"""510801""",8
3704,3914,"""205824""",52
3705,3915,"""770105""",20
3706,3916,"""705827""",47
3707,3917,"""671228""",47
3708,3918,"""740110""",5
3709,3919,"""420617""",35
3710,3920,"""255813""",44
3711,3921,"""585121""",28
3712,3922,"""285408""",1
3713,3923,"""351020""",1
3714,3924,"""710109""",56
3715,3925,"""365814""",45
3716,3926,"""721001""",54
3717,3927,"""485223""",61
3718,3928,"""285808""",77
3719,3929,"""571101""",74
3720,3930,"""210117""",1
3721,3931,"""216015""",1
3722,3932,"""391006""",59
3723,3933,"""465907""",59
3724,3934,"""681015""",12
3725,3935,"""391127""",71
3726,3936,"""625408""",36
3727,3937,"""630609""",36
3728,3938,"""800122""",27
3729,3939,"""531106""",40
3730,3942,"""520813""",53
3731,3943,"""451204""",1
3732,3944,"""360101""",8
3733,3945,"""316025""",8
3734,3946,"""750511""",1
3735,3947,"""670525""",23
3736,3948,"""795523""",44
3737,3949,"""740826""",44
3738,3950,"""240321""",38
3739,3951,"""205722""",38
3740,3952,"""656228""",52
3741,3953,"""255609""",14
3742,3954,"""571031""",64
3743,3955,"""605531""",64
3744,3956,"""755602""",21
3745,3957,"""710812""",21
3746,3958,"""465430""",37
3747,3959,"""705715""",30
3748,3960,"""640106""",8
3749,3961,"""435403""",53
3750,3962,"""521128""",74
3751,3963,"""740207""",76
3752,3964,"""420507""",74
3753,3965,"""630516""",1
3754,3966,"""696007""",1
3755,3967,"""605926""",18
3756,3968,"""550615""",18
3757,3969,"""515219""",4
3758,3970,"""805809""",46
3759,3971,"""660220""",1
3760,3972,"""300601""",1
3761,3973,"""825820""",1
3762,3974,"""380824""",68
3763,3975,"""545719""",1
3764,3976,"""670913""",43
3765,3977,"""750927""",8
3766,3978,"""701215""",18
3767,3979,"""286014""",54
3768,3980,"""530713""",1
3769,3981,"""790616""",19
3770,3982,"""195115""",45
3771,3983,"""265522""",1
3772,3984,"""645313""",1
3773,3985,"""795416""",75
3774,3987,"""601107""",67
3775,3988,"""745904""",53
3776,3989,"""800327""",53
3777,3990,"""730203""",29
3778,3991,"""670517""",11
3779,3992,"""486110""",71
3780,3993,"""805307""",14
3781,3994,"""655131""",21
3782,3995,"""485815""",1
3783,3996,"""475716""",36
3784,3997,"""275105""",13
3785,3998,"""505603""",59
3786,3999,"""765116""",30
3787,4000,"""571022""",40
3788,4001,"""560129""",69
3789,4002,"""205629""",25
3790,4003,"""490423""",8
3791,4004,"""575812""",30
3792,4006,"""785507""",25
3793,4007,"""481107""",23
3794,4008,"""515508""",23
3795,4009,"""660629""",4
3796,4010,"""485617""",4
3797,4011,"""576219""",62
3798,4012,"""566009""",56
3799,4013,"""516206""",1
3800,4014,"""800906""",17
3801,4015,"""726227""",65
3802,4016,"""715525""",13
3803,4017,"""640515""",13
3804,4018,"""805907""",3
3805,4019,"""450916""",11
3806,4020,"""535331""",45
3807,4021,"""481210""",45
3808,4022,"""260210""",1
3809,4023,"""255517""",1
3810,4024,"""641016""",3
3811,4025,"""716007""",3
3812,4026,"""455924""",76
3813,4027,"""655628""",16
3814,4028,"""700808""",16
3815,4029,"""670103""",17
3816,4030,"""765921""",44
3817,4031,"""750522""",67
3818,4032,"""645802""",35
3819,4033,"""251015""",51
3820,4034,"""370717""",58
3821,4035,"""305820""",58
3822,4036,"""765709""",25
3823,4037,"""666022""",1
3824,4040,"""615517""",59
3825,4041,"""540126""",59
3826,4042,"""390904""",1
3827,4043,"""535509""",70
3828,4044,"""305429""",44
3829,4046,"""446218""",1
3830,4047,"""370128""",1
3831,4048,"""231124""",4
3832,4049,"""450913""",4
3833,4050,"""481230""",47
3834,4051,"""491006""",74
3835,4052,"""506017""",74
3836,4053,"""295923""",70
3837,4054,"""595208""",72
3838,4055,"""535601""",74
3839,4056,"""525726""",63
3840,4057,"""225611""",70
3841,4059,"""240511""",54
3842,4060,"""545621""",44
3843,4061,"""781224""",8
3844,4062,"""500808""",71
3845,4063,"""665216""",61
3846,4064,"""720208""",61
3847,4065,"""420627""",73
3848,4066,"""366128""",30
3849,4067,"""595708""",21
3850,4068,"""240625""",11
3851,4069,"""590307""",68
3852,4070,"""595523""",68
3853,4071,"""426215""",45
3854,4072,"""410508""",45
3855,4073,"""550210""",24
3856,4074,"""585608""",24
3857,4075,"""445918""",8
3858,4076,"""691117""",49
3859,4077,"""555306""",68
3860,4078,"""510604""",23
3861,4079,"""550629""",27
3862,4080,"""435926""",21
3863,4081,"""780603""",9
3864,4082,"""615115""",58
3865,4083,"""685130""",74
3866,4084,"""571005""",55
3867,4085,"""526204""",55
3868,4086,"""416222""",63
3869,4087,"""465216""",64
3870,4088,"""486218""",68
3871,4089,"""470227""",68
3872,4090,"""710622""",23
3873,4091,"""825907""",29
3874,4092,"""336111""",14
3875,4093,"""460929""",1
3876,4094,"""791219""",2
3877,4095,"""740914""",25
3878,4096,"""805316""",25
3879,4098,"""380328""",13
3880,4099,"""455503""",12
3881,4100,"""550313""",74
3882,4101,"""705507""",1
3883,4102,"""695815""",4
3884,4103,"""650519""",4
3885,4104,"""190410""",23
3886,4105,"""806115""",16
3887,4106,"""361109""",1
3888,4107,"""540909""",49
3889,4108,"""265126""",43
3890,4109,"""530811""",63
3891,4112,"""741128""",38
3892,4113,"""475909""",76
3893,4114,"""640209""",63
3894,4115,"""430327""",33
3895,4116,"""361124""",36
3896,4117,"""185701""",53
3897,4118,"""780617""",28
3898,4119,"""625220""",62
3899,4120,"""610306""",62
3900,4121,"""230212""",23
3901,4122,"""690918""",39
3902,4123,"""666112""",39
3903,4124,"""636110""",19
3904,4125,"""225417""",31
3905,4126,"""750909""",74
3906,4127,"""705526""",74
3907,4129,"""525331""",75
3908,4131,"""760602""",48
3909,4132,"""621015""",42
3910,4133,"""655322""",42
3911,4134,"""545212""",1
3912,4136,"""590106""",31
3913,4137,"""490830""",21
3914,4138,"""685918""",11
3915,4139,"""690720""",74
3916,4140,"""631004""",70
3917,4141,"""700318""",9
3918,4142,"""600611""",36
3919,4143,"""550824""",27
3920,4144,"""555911""",27
3921,4145,"""226202""",73
3922,4146,"""555613""",9
3923,4147,"""721223""",64
3924,4148,"""685208""",64
3925,4149,"""790307""",1
3926,4150,"""775810""",1
3927,4151,"""265717""",73
3928,4152,"""270607""",73
3929,4153,"""560412""",32
3930,4154,"""536025""",32
3931,4155,"""230513""",1
3932,4156,"""626102""",5
3933,4157,"""720509""",1
3934,4158,"""205710""",35
3935,4159,"""131206""",35
3936,4160,"""695627""",16
3937,4161,"""725909""",22
3938,4163,"""510607""",4
3939,4164,"""246022""",45
3940,4165,"""550313""",53
3941,4166,"""470226""",1
3942,4167,"""495531""",6
3943,4169,"""805219""",58
3944,4170,"""830827""",58
3945,4171,"""800518""",1
3946,4172,"""455429""",1
3947,4173,"""785604""",52
3948,4174,"""270211""",63
3949,4175,"""655106""",13
3950,4176,"""220831""",32
3951,4177,"""351225""",34
3952,4178,"""260831""",32
3953,4179,"""200729""",54
3954,4180,"""320617""",63
3955,4181,"""645515""",76
3956,4182,"""410623""",16
3957,4183,"""406113""",16
3958,4184,"""755426""",8
3959,4185,"""645423""",51
3960,4186,"""781014""",38
3961,4187,"""675828""",25
3962,4188,"""760817""",1
3963,4189,"""411207""",64
3964,4190,"""421117""",17
3965,4191,"""575106""",32
3966,4192,"""311121""",72
3967,4193,"""375228""",8
3968,4194,"""405103""",63
3969,4195,"""450730""",63
3970,4196,"""515116""",55
3971,4198,"""546017""",23
3972,4199,"""611219""",23
3973,4201,"""770719""",3
3974,4202,"""705520""",3
3975,4203,"""675108""",1
3976,4204,"""600603""",1
3977,4205,"""350205""",30
3978,4206,"""421009""",22
3979,4207,"""380302""",70
3980,4209,"""335223""",70
3981,4210,"""790915""",40
3982,4211,"""735417""",22
3983,4212,"""450527""",53
3984,4213,"""255627""",64
3985,4214,"""210703""",64
3986,4215,"""525608""",49
3987,4217,"""515625""",9
3988,4218,"""396006""",48
3989,4219,"""445104""",51
3990,4220,"""630915""",33
3991,4221,"""415926""",63
3992,4222,"""280816""",60
3993,4223,"""700530""",54
3994,4224,"""775403""",42
3995,4225,"""770808""",76
3996,4226,"""570408""",31
3997,4227,"""636224""",51
3998,4229,"""611005""",36
3999,4230,"""616111""",74
4000,4231,"""595808""",1
4001,4232,"""710215""",70
4002,4233,"""380215""",46
4003,4234,"""726108""",70
4004,4235,"""756115""",9
4005,4236,"""625117""",42
4006,4237,"""235731""",16
4007,4238,"""715426""",41
4008,4239,"""201211""",70
4009,4240,"""606021""",46
4010,4241,"""505330""",20
4011,4242,"""540427""",20
4012,4243,"""580126""",7
4013,4244,"""225812""",68
4014,4245,"""190923""",68
4015,4246,"""805909""",36
4016,4247,"""755116""",26
4017,4248,"""755507""",9
4018,4249,"""770521""",52
4019,4250,"""615906""",72
4020,4251,"""600426""",44
4021,4252,"""535528""",44
4022,4253,"""365519""",16
4023,4254,"""720305""",65
4024,4255,"""255628""",66
4025,4256,"""570329""",70
4026,4257,"""685629""",1
4027,4258,"""665511""",44
4028,4259,"""495616""",10
4029,4260,"""670601""",12
4030,4261,"""245804""",34
4031,4262,"""255424""",59
4032,4263,"""725626""",73
4033,4264,"""715621""",74
4034,4265,"""780119""",59
4035,4266,"""745126""",1
4036,4267,"""365421""",24
4037,4268,"""280611""",24
4038,4269,"""555907""",45
4039,4270,"""725205""",58
4040,4271,"""640723""",58
4041,4272,"""785830""",42
4042,4273,"""766129""",18
4043,4274,"""375524""",70
4044,4275,"""575626""",49
4045,4276,"""735805""",74
4046,4277,"""791105""",74
4047,4278,"""491118""",33
4048,4279,"""491013""",51
4049,4280,"""445108""",55
4050,4281,"""310413""",54
4051,4282,"""320609""",3
4052,4283,"""240905""",27
4053,4284,"""461126""",68
4054,4285,"""456228""",68
4055,4286,"""655928""",6
4056,4287,"""536007""",62
4057,4288,"""465308""",70
4058,4289,"""811123""",66
4059,4290,"""470309""",32
4060,4291,"""515507""",58
4061,4292,"""520719""",72
4062,4293,"""596216""",4
4063,4294,"""560622""",4
4064,4295,"""600316""",18
4065,4296,"""251106""",57
4066,4297,"""286016""",57
4067,4298,"""200418""",33
4068,4299,"""775915""",50
4069,4300,"""776115""",1
4070,4301,"""565503""",14
4071,4302,"""445104""",30
4072,4303,"""785305""",21
4073,4304,"""455615""",5
4074,4305,"""395621""",40
4075,4306,"""401017""",40
4076,4307,"""770414""",1
4077,4308,"""705110""",44
4078,4309,"""795426""",39
4079,4310,"""255530""",65
4080,4311,"""810412""",59
4081,4312,"""796020""",72
4082,4313,"""685221""",53
4083,4314,"""255524""",58
4084,4315,"""595425""",74
4085,4316,"""435826""",1
4086,4317,"""786011""",53
4087,4318,"""425911""",43
4088,4319,"""461106""",43
4089,4320,"""586104""",66
4090,4321,"""736018""",19
4091,4322,"""701001""",19
4092,4323,"""240320""",40
4093,4324,"""185722""",40
4094,4325,"""470719""",55
4095,4326,"""300920""",1
4096,4327,"""375823""",1
4097,4328,"""765613""",59
4098,4329,"""475518""",64
4099,4330,"""210702""",33
4100,4331,"""590903""",5
4101,4332,"""360111""",57
4102,4333,"""580420""",1
4103,4334,"""545219""",1
4104,4335,"""246225""",54
4105,4336,"""695802""",19
4106,4337,"""660421""",48
4107,4338,"""441025""",30
4108,4339,"""775915""",59
4109,4340,"""495718""",1
4110,4341,"""640501""",76
4111,4342,"""185407""",63
4112,4343,"""295809""",27
4113,4344,"""250615""",54
4114,4345,"""745929""",18
4115,4346,"""735920""",3
4116,4347,"""265620""",54
4117,4348,"""785417""",3
4118,4349,"""595822""",1
4119,4350,"""660820""",1
4120,4352,"""710724""",72
4121,4353,"""795919""",28
4122,4354,"""860813""",28
4123,4355,"""386229""",1
4124,4358,"""421024""",70
4125,4359,"""500802""",64
4126,4360,"""655710""",19
4127,4361,"""550504""",46
4128,4362,"""430916""",50
4129,4363,"""515701""",50
4130,4364,"""771205""",22
4131,4365,"""610512""",10
4132,4367,"""820330""",14
4133,4368,"""776021""",32
